symbol,name,market,industry,llm_input
1474.TW,弘裕,上市,4,1474.TW 弘裕；市場：上市；官方產業別：4
1475.TW,業旺,上市,4,1475.TW 業旺；市場：上市；官方產業別：4
1476.TW,儒鴻,上市,4,1476.TW 儒鴻；市場：上市；官方產業別：4
1477.TW,聚陽,上市,4,1477.TW 聚陽；市場：上市；官方產業別：4
1503.TW,士電,上市,5,1503.TW 士電；市場：上市；官方產業別：5
1504.TW,東元,上市,5,1504.TW 東元；市場：上市；官方產業別：5
1506.TW,正道,上市,5,1506.TW 正道；市場：上市；官方產業別：5
1512.TW,瑞利,上市,12,1512.TW 瑞利；市場：上市；官方產業別：12
1513.TW,中興電,上市,5,1513.TW 中興電；市場：上市；官方產業別：5
1514.TW,亞力,上市,5,1514.TW 亞力；市場：上市；官方產業別：5
1515.TW,力山,上市,5,1515.TW 力山；市場：上市；官方產業別：5
1516.TW,川飛,上市,20,1516.TW 川飛；市場：上市；官方產業別：20
1517.TW,利奇,上市,5,1517.TW 利奇；市場：上市；官方產業別：5
1519.TW,華城,上市,5,1519.TW 華城；市場：上市；官方產業別：5
1521.TW,大億,上市,12,1521.TW 大億；市場：上市；官方產業別：12
1522.TW,堤維西,上市,12,1522.TW 堤維西；市場：上市；官方產業別：12
1524.TW,耿鼎,上市,12,1524.TW 耿鼎；市場：上市；官方產業別：12
1525.TW,江申,上市,12,1525.TW 江申；市場：上市；官方產業別：12
1526.TW,日馳,上市,5,1526.TW 日馳；市場：上市；官方產業別：5
1527.TW,鑽全,上市,5,1527.TW 鑽全；市場：上市；官方產業別：5
1528.TW,恩德,上市,5,1528.TW 恩德；市場：上市；官方產業別：5
1529.TW,樂事綠能,上市,5,1529.TW 樂事綠能；市場：上市；官方產業別：5
1530.TW,亞崴,上市,5,1530.TW 亞崴；市場：上市；官方產業別：5
1531.TW,高林股,上市,5,1531.TW 高林股；市場：上市；官方產業別：5
1532.TW,勤美,上市,5,1532.TW 勤美；市場：上市；官方產業別：5
1533.TW,車王電,上市,12,1533.TW 車王電；市場：上市；官方產業別：12
1535.TW,中宇,上市,5,1535.TW 中宇；市場：上市；官方產業別：5
1536.TW,和大,上市,12,1536.TW 和大；市場：上市；官方產業別：12
1537.TW,廣隆,上市,5,1537.TW 廣隆；市場：上市；官方產業別：5
1538.TW,正峰,上市,5,1538.TW 正峰；市場：上市；官方產業別：5
1539.TW,巨庭,上市,5,1539.TW 巨庭；市場：上市；官方產業別：5
1540.TW,喬福,上市,5,1540.TW 喬福；市場：上市；官方產業別：5
1541.TW,錩泰,上市,5,1541.TW 錩泰；市場：上市；官方產業別：5
1558.TW,伸興,上市,5,1558.TW 伸興；市場：上市；官方產業別：5
1560.TW,中砂,上市,5,1560.TW 中砂；市場：上市；官方產業別：5
1563.TW,巧新,上市,12,1563.TW 巧新；市場：上市；官方產業別：12
1565.TWO,精華,上櫃,22,1565.TWO 精華；市場：上櫃；官方產業別：22
1568.TW,倉佑,上市,12,1568.TW 倉佑；市場：上市；官方產業別：12
1569.TWO,濱川,上櫃,25,1569.TWO 濱川；市場：上櫃；官方產業別：25
1570.TWO,力肯,上櫃,5,1570.TWO 力肯；市場：上櫃；官方產業別：5
1580.TWO,新麥,上櫃,5,1580.TWO 新麥；市場：上櫃；官方產業別：5
1582.TW,信錦,上市,28,1582.TW 信錦；市場：上市；官方產業別：28
1583.TW,程泰,上市,5,1583.TW 程泰；市場：上市；官方產業別：5
1584.TWO,精剛,上櫃,20,1584.TWO 精剛；市場：上櫃；官方產業別：20
1586.TWO,和勤,上櫃,5,1586.TWO 和勤；市場：上櫃；官方產業別：5
1587.TW,吉茂,上市,12,1587.TW 吉茂；市場：上市；官方產業別：12
1589.TW,永冠-KY,上市,5,1589.TW 永冠-KY；市場：上市；官方產業別：5
1590.TW,亞德客-KY,上市,5,1590.TW 亞德客-KY；市場：上市；官方產業別：5
1591.TWO,駿吉-KY,上櫃,5,1591.TWO 駿吉-KY；市場：上櫃；官方產業別：5
1593.TWO,祺驊,上櫃,37,1593.TWO 祺驊；市場：上櫃；官方產業別：37
1595.TWO,川寶,上櫃,28,1595.TWO 川寶；市場：上櫃；官方產業別：28
1597.TW,直得,上市,5,1597.TW 直得；市場：上市；官方產業別：5
1598.TW,岱宇,上市,37,1598.TW 岱宇；市場：上市；官方產業別：37
1599.TWO,宏佳騰,上櫃,5,1599.TWO 宏佳騰；市場：上櫃；官方產業別：5
1603.TW,華電,上市,6,1603.TW 華電；市場：上市；官方產業別：6
1604.TW,聲寶,上市,6,1604.TW 聲寶；市場：上市；官方產業別：6
1605.TW,華新,上市,6,1605.TW 華新；市場：上市；官方產業別：6
1608.TW,華榮,上市,6,1608.TW 華榮；市場：上市；官方產業別：6
1609.TW,大亞,上市,6,1609.TW 大亞；市場：上市；官方產業別：6
1611.TW,中電,上市,6,1611.TW 中電；市場：上市；官方產業別：6
1612.TW,宏泰,上市,6,1612.TW 宏泰；市場：上市；官方產業別：6
1614.TW,三洋電,上市,6,1614.TW 三洋電；市場：上市；官方產業別：6
1615.TW,大山,上市,6,1615.TW 大山；市場：上市；官方產業別：6
1616.TW,億泰,上市,6,1616.TW 億泰；市場：上市；官方產業別：6
1617.TW,榮星,上市,6,1617.TW 榮星；市場：上市；官方產業別：6
1618.TW,合機,上市,6,1618.TW 合機；市場：上市；官方產業別：6
1623.TW,大東電,上市,6,1623.TW 大東電；市場：上市；官方產業別：6
1626.TW,艾美特-KY,上市,6,1626.TW 艾美特-KY；市場：上市；官方產業別：6
1702.TW,南僑,上市,2,1702.TW 南僑；市場：上市；官方產業別：2
1707.TW,葡萄王,上市,22,1707.TW 葡萄王；市場：上市；官方產業別：22
1708.TW,東鹼,上市,21,1708.TW 東鹼；市場：上市；官方產業別：21
1709.TW,和益,上市,21,1709.TW 和益；市場：上市；官方產業別：21
1710.TW,東聯,上市,21,1710.TW 東聯；市場：上市；官方產業別：21
1711.TW,永光,上市,21,1711.TW 永光；市場：上市；官方產業別：21
1712.TW,興農,上市,21,1712.TW 興農；市場：上市；官方產業別：21
1713.TW,國化,上市,21,1713.TW 國化；市場：上市；官方產業別：21
1714.TW,和桐,上市,21,1714.TW 和桐；市場：上市；官方產業別：21
1717.TW,長興,上市,21,1717.TW 長興；市場：上市；官方產業別：21
1718.TW,中纖,上市,21,1718.TW 中纖；市場：上市；官方產業別：21
1720.TW,生達,上市,22,1720.TW 生達；市場：上市；官方產業別：22
1721.TW,三晃,上市,21,1721.TW 三晃；市場：上市；官方產業別：21
1722.TW,台肥,上市,21,1722.TW 台肥；市場：上市；官方產業別：21
1723.TW,中碳,上市,21,1723.TW 中碳；市場：上市；官方產業別：21
1725.TW,元禎,上市,21,1725.TW 元禎；市場：上市；官方產業別：21
1726.TW,永記,上市,21,1726.TW 永記；市場：上市；官方產業別：21
1727.TW,中華化,上市,21,1727.TW 中華化；市場：上市；官方產業別：21
1730.TW,花仙子,上市,21,1730.TW 花仙子；市場：上市；官方產業別：21
1731.TW,美吾華,上市,22,1731.TW 美吾華；市場：上市；官方產業別：22
1732.TW,毛寶,上市,21,1732.TW 毛寶；市場：上市；官方產業別：21
1733.TW,五鼎,上市,22,1733.TW 五鼎；市場：上市；官方產業別：22
1734.TW,杏輝,上市,22,1734.TW 杏輝；市場：上市；官方產業別：22
1735.TW,日勝化,上市,21,1735.TW 日勝化；市場：上市；官方產業別：21
1736.TW,喬山,上市,37,1736.TW 喬山；市場：上市；官方產業別：37
1737.TW,臺鹽,上市,2,1737.TW 臺鹽；市場：上市；官方產業別：2
1742.TWO,台蠟,上櫃,21,1742.TWO 台蠟；市場：上櫃；官方產業別：21
1752.TW,南光,上市,22,1752.TW 南光；市場：上市；官方產業別：22
1760.TW,寶齡富錦,上市,22,1760.TW 寶齡富錦；市場：上市；官方產業別：22
1762.TW,中化生,上市,22,1762.TW 中化生；市場：上市；官方產業別：22
1773.TW,勝一,上市,21,1773.TW 勝一；市場：上市；官方產業別：21
1776.TW,展宇,上市,21,1776.TW 展宇；市場：上市；官方產業別：21
1777.TWO,生泰,上櫃,22,1777.TWO 生泰；市場：上櫃；官方產業別：22
1781.TWO,合世,上櫃,22,1781.TWO 合世；市場：上櫃；官方產業別：22
1783.TW,和康生,上市,22,1783.TW 和康生；市場：上市；官方產業別：22
1784.TWO,訊聯,上櫃,22,1784.TWO 訊聯；市場：上櫃；官方產業別：22
1785.TWO,光洋科,上櫃,31,1785.TWO 光洋科；市場：上櫃；官方產業別：31
1786.TW,科妍,上市,22,1786.TW 科妍；市場：上市；官方產業別：22
1788.TWO,杏昌,上櫃,22,1788.TWO 杏昌；市場：上櫃；官方產業別：22
1789.TW,神隆,上市,22,1789.TW 神隆；市場：上市；官方產業別：22
1795.TW,美時,上市,22,1795.TW 美時；市場：上市；官方產業別：22
1796.TWO,金穎生技,上櫃,2,1796.TWO 金穎生技；市場：上櫃；官方產業別：2
1799.TWO,易威,上櫃,22,1799.TWO 易威；市場：上櫃；官方產業別：22
1802.TW,台玻,上市,8,1802.TW 台玻；市場：上市；官方產業別：8
1805.TW,寶徠,上市,14,1805.TW 寶徠；市場：上市；官方產業別：14
1806.TW,冠軍,上市,8,1806.TW 冠軍；市場：上市；官方產業別：8
1808.TW,潤隆,上市,14,1808.TW 潤隆；市場：上市；官方產業別：14
1809.TW,中釉,上市,8,1809.TW 中釉；市場：上市；官方產業別：8
1810.TW,和成,上市,8,1810.TW 和成；市場：上市；官方產業別：8
1813.TWO,寶利徠,上櫃,22,1813.TWO 寶利徠；市場：上櫃；官方產業別：22
1815.TWO,富喬,上櫃,28,1815.TWO 富喬；市場：上櫃；官方產業別：28
1817.TW,凱撒衛,上市,8,1817.TW 凱撒衛；市場：上市；官方產業別：8
1903.TW,士紙,上市,9,1903.TW 士紙；市場：上市；官方產業別：9
1904.TW,正隆,上市,9,1904.TW 正隆；市場：上市；官方產業別：9
1905.TW,華紙,上市,9,1905.TW 華紙；市場：上市；官方產業別：9
1906.TW,寶隆,上市,9,1906.TW 寶隆；市場：上市；官方產業別：9
1907.TW,永豐餘,上市,9,1907.TW 永豐餘；市場：上市；官方產業別：9
1909.TW,榮成,上市,9,1909.TW 榮成；市場：上市；官方產業別：9
2002.TW,中鋼,上市,10,2002.TW 中鋼；市場：上市；官方產業別：10
2006.TW,東和鋼鐵,上市,10,2006.TW 東和鋼鐵；市場：上市；官方產業別：10
2007.TW,燁興,上市,10,2007.TW 燁興；市場：上市；官方產業別：10
2008.TW,高興昌,上市,10,2008.TW 高興昌；市場：上市；官方產業別：10
2009.TW,第一銅,上市,10,2009.TW 第一銅；市場：上市；官方產業別：10
2010.TW,春源,上市,10,2010.TW 春源；市場：上市；官方產業別：10
2012.TW,春雨,上市,10,2012.TW 春雨；市場：上市；官方產業別：10
2013.TW,中鋼構,上市,10,2013.TW 中鋼構；市場：上市；官方產業別：10
2014.TW,中鴻,上市,10,2014.TW 中鴻；市場：上市；官方產業別：10
2015.TW,豐興,上市,10,2015.TW 豐興；市場：上市；官方產業別：10
2017.TW,官田鋼,上市,10,2017.TW 官田鋼；市場：上市；官方產業別：10
2020.TW,美亞,上市,10,2020.TW 美亞；市場：上市；官方產業別：10
2022.TW,聚亨,上市,10,2022.TW 聚亨；市場：上市；官方產業別：10
2023.TW,燁輝,上市,10,2023.TW 燁輝；市場：上市；官方產業別：10
2024.TW,志聯,上市,10,2024.TW 志聯；市場：上市；官方產業別：10
2025.TW,千興,上市,10,2025.TW 千興；市場：上市；官方產業別：10
2027.TW,大成鋼,上市,10,2027.TW 大成鋼；市場：上市；官方產業別：10
2028.TW,威致,上市,10,2028.TW 威致；市場：上市；官方產業別：10
2029.TW,盛餘,上市,10,2029.TW 盛餘；市場：上市；官方產業別：10
2030.TW,彰源,上市,10,2030.TW 彰源；市場：上市；官方產業別：10
2031.TW,新光鋼,上市,10,2031.TW 新光鋼；市場：上市；官方產業別：10
2032.TW,新鋼,上市,10,2032.TW 新鋼；市場：上市；官方產業別：10
2033.TW,佳大,上市,10,2033.TW 佳大；市場：上市；官方產業別：10
2034.TW,允強,上市,10,2034.TW 允強；市場：上市；官方產業別：10
2035.TWO,唐榮公司,上櫃,10,2035.TWO 唐榮公司；市場：上櫃；官方產業別：10
2038.TW,海光,上市,10,2038.TW 海光；市場：上市；官方產業別：10
2049.TW,上銀,上市,5,2049.TW 上銀；市場：上市；官方產業別：5
2059.TW,川湖,上市,28,2059.TW 川湖；市場：上市；官方產業別：28
2061.TWO,風青,上櫃,6,2061.TWO 風青；市場：上櫃；官方產業別：6
2062.TW,橋椿,上市,38,2062.TW 橋椿；市場：上市；官方產業別：38
2063.TWO,世鎧精密,上櫃,10,2063.TWO 世鎧精密；市場：上櫃；官方產業別：10
2064.TWO,晉椿,上櫃,10,2064.TWO 晉椿；市場：上櫃；官方產業別：10
2065.TWO,世豐,上櫃,10,2065.TWO 世豐；市場：上櫃；官方產業別：10
2066.TWO,世德,上櫃,5,2066.TWO 世德；市場：上櫃；官方產業別：5
2067.TWO,嘉鋼,上櫃,5,2067.TWO 嘉鋼；市場：上櫃；官方產業別：5
2069.TW,運錩,上市,10,2069.TW 運錩；市場：上市；官方產業別：10
2070.TWO,精湛,上櫃,5,2070.TWO 精湛；市場：上櫃；官方產業別：5
2072.TW,世紀風電,上市,35,2072.TW 世紀風電；市場：上市；官方產業別：35
2073.TWO,雄順,上櫃,10,2073.TWO 雄順；市場：上櫃；官方產業別：10
2101.TW,南港,上市,11,2101.TW 南港；市場：上市；官方產業別：11
2102.TW,泰豐,上市,11,2102.TW 泰豐；市場：上市；官方產業別：11
2103.TW,台橡,上市,11,2103.TW 台橡；市場：上市；官方產業別：11
2104.TW,國際中橡,上市,11,2104.TW 國際中橡；市場：上市；官方產業別：11
2105.TW,正新,上市,11,2105.TW 正新；市場：上市；官方產業別：11
2106.TW,建大,上市,11,2106.TW 建大；市場：上市；官方產業別：11
2107.TW,厚生,上市,11,2107.TW 厚生；市場：上市；官方產業別：11
2108.TW,南帝,上市,11,2108.TW 南帝；市場：上市；官方產業別：11
2109.TW,華豐,上市,11,2109.TW 華豐；市場：上市；官方產業別：11
2114.TW,鑫永銓,上市,11,2114.TW 鑫永銓；市場：上市；官方產業別：11
2115.TW,六暉-KY,上市,12,2115.TW 六暉-KY；市場：上市；官方產業別：12
2201.TW,裕隆,上市,12,2201.TW 裕隆；市場：上市；官方產業別：12
2204.TW,中華,上市,12,2204.TW 中華；市場：上市；官方產業別：12
2206.TW,三陽工業,上市,12,2206.TW 三陽工業；市場：上市；官方產業別：12
2207.TW,和泰車,上市,12,2207.TW 和泰車；市場：上市；官方產業別：12
2208.TW,台船,上市,15,2208.TW 台船；市場：上市；官方產業別：15
2211.TW,長榮鋼,上市,10,2211.TW 長榮鋼；市場：上市；官方產業別：10
2221.TWO,大甲,上櫃,20,2221.TWO 大甲；市場：上櫃；官方產業別：20
2227.TW,裕日車,上市,12,2227.TW 裕日車；市場：上市；官方產業別：12
2228.TW,劍麟,上市,12,2228.TW 劍麟；市場：上市；官方產業別：12
2230.TWO,泰茂,上櫃,5,2230.TWO 泰茂；市場：上櫃；官方產業別：5
2231.TW,為升,上市,12,2231.TW 為升；市場：上市；官方產業別：12
2233.TW,宇隆,上市,12,2233.TW 宇隆；市場：上市；官方產業別：12
2235.TWO,謚源,上櫃,5,2235.TWO 謚源；市場：上櫃；官方產業別：5
2236.TW,百達-KY,上市,12,2236.TW 百達-KY；市場：上市；官方產業別：12
2239.TW,英利-KY,上市,12,2239.TW 英利-KY；市場：上市；官方產業別：12
2241.TW,艾姆勒,上市,12,2241.TW 艾姆勒；市場：上市；官方產業別：12
2243.TW,宏旭-KY,上市,12,2243.TW 宏旭-KY；市場：上市；官方產業別：12
2247.TW,汎德永業,上市,12,2247.TW 汎德永業；市場：上市；官方產業別：12
2248.TW,華勝-KY,上市,12,2248.TW 華勝-KY；市場：上市；官方產業別：12
2250.TW,IKKA-KY,上市,12,2250.TW IKKA-KY；市場：上市；官方產業別：12
2254.TW,巨鎧精密-創,上市,12,2254.TW 巨鎧精密-創；市場：上市；官方產業別：12
2258.TW,鴻華先進-創,上市,12,2258.TW 鴻華先進-創；市場：上市；官方產業別：12
2301.TW,光寶科,上市,25,2301.TW 光寶科；市場：上市；官方產業別：25
2302.TW,麗正,上市,24,2302.TW 麗正；市場：上市；官方產業別：24
2303.TW,聯電,上市,24,2303.TW 聯電；市場：上市；官方產業別：24
2305.TW,全友,上市,25,2305.TW 全友；市場：上市；官方產業別：25
2308.TW,台達電,上市,28,2308.TW 台達電；市場：上市；官方產業別：28
2312.TW,金寶,上市,31,2312.TW 金寶；市場：上市；官方產業別：31
2313.TW,華通,上市,28,2313.TW 華通；市場：上市；官方產業別：28
2314.TW,台揚,上市,27,2314.TW 台揚；市場：上市；官方產業別：27
2316.TW,楠梓電,上市,28,2316.TW 楠梓電；市場：上市；官方產業別：28
2317.TW,鴻海,上市,31,2317.TW 鴻海；市場：上市；官方產業別：31
2321.TW,東訊,上市,27,2321.TW 東訊；市場：上市；官方產業別：27
2323.TW,中環,上市,26,2323.TW 中環；市場：上市；官方產業別：26
2324.TW,仁寶,上市,25,2324.TW 仁寶；市場：上市；官方產業別：25
2327.TW,國巨*,上市,28,2327.TW 國巨*；市場：上市；官方產業別：28
2328.TW,廣宇,上市,28,2328.TW 廣宇；市場：上市；官方產業別：28
2329.TW,華泰,上市,24,2329.TW 華泰；市場：上市；官方產業別：24
2330.TW,台積電,上市,24,2330.TW 台積電；市場：上市；官方產業別：24
2331.TW,精英,上市,25,2331.TW 精英；市場：上市；官方產業別：25
2332.TW,友訊,上市,27,2332.TW 友訊；市場：上市；官方產業別：27
2337.TW,旺宏,上市,24,2337.TW 旺宏；市場：上市；官方產業別：24
2338.TW,光罩,上市,24,2338.TW 光罩；市場：上市；官方產業別：24
2340.TW,台亞,上市,24,2340.TW 台亞；市場：上市；官方產業別：24
2342.TW,茂矽,上市,24,2342.TW 茂矽；市場：上市；官方產業別：24
2344.TW,華邦電,上市,24,2344.TW 華邦電；市場：上市；官方產業別：24
2345.TW,智邦,上市,27,2345.TW 智邦；市場：上市；官方產業別：27
2347.TW,聯強,上市,29,2347.TW 聯強；市場：上市；官方產業別：29
2348.TW,海悅,上市,20,2348.TW 海悅；市場：上市；官方產業別：20
2349.TW,錸德,上市,26,2349.TW 錸德；市場：上市；官方產業別：26
2351.TW,順德,上市,24,2351.TW 順德；市場：上市；官方產業別：24
2352.TW,佳世達,上市,25,2352.TW 佳世達；市場：上市；官方產業別：25
2353.TW,宏碁,上市,25,2353.TW 宏碁；市場：上市；官方產業別：25
2354.TW,鴻準,上市,31,2354.TW 鴻準；市場：上市；官方產業別：31
2355.TW,敬鵬,上市,28,2355.TW 敬鵬；市場：上市；官方產業別：28
2356.TW,英業達,上市,25,2356.TW 英業達；市場：上市；官方產業別：25
2357.TW,華碩,上市,25,2357.TW 華碩；市場：上市；官方產業別：25
2359.TW,所羅門,上市,31,2359.TW 所羅門；市場：上市；官方產業別：31
2360.TW,致茂,上市,31,2360.TW 致茂；市場：上市；官方產業別：31
2362.TW,藍天,上市,25,2362.TW 藍天；市場：上市；官方產業別：25
2363.TW,矽統,上市,24,2363.TW 矽統；市場：上市；官方產業別：24
2364.TW,倫飛,上市,25,2364.TW 倫飛；市場：上市；官方產業別：25
2365.TW,昆盈,上市,25,2365.TW 昆盈；市場：上市；官方產業別：25
2367.TW,燿華,上市,28,2367.TW 燿華；市場：上市；官方產業別：28
2368.TW,金像電,上市,28,2368.TW 金像電；市場：上市；官方產業別：28
2369.TW,菱生,上市,24,2369.TW 菱生；市場：上市；官方產業別：24
2371.TW,大同,上市,5,2371.TW 大同；市場：上市；官方產業別：5
2373.TW,震旦行,上市,31,2373.TW 震旦行；市場：上市；官方產業別：31
2374.TW,佳能,上市,26,2374.TW 佳能；市場：上市；官方產業別：26
2375.TW,凱美,上市,28,2375.TW 凱美；市場：上市；官方產業別：28
2376.TW,技嘉,上市,25,2376.TW 技嘉；市場：上市；官方產業別：25
2377.TW,微星,上市,25,2377.TW 微星；市場：上市；官方產業別：25
2379.TW,瑞昱,上市,24,2379.TW 瑞昱；市場：上市；官方產業別：24
2380.TW,虹光,上市,25,2380.TW 虹光；市場：上市；官方產業別：25
2382.TW,廣達,上市,25,2382.TW 廣達；市場：上市；官方產業別：25
2383.TW,台光電,上市,28,2383.TW 台光電；市場：上市；官方產業別：28
2385.TW,群光,上市,28,2385.TW 群光；市場：上市；官方產業別：28
2387.TW,精元,上市,25,2387.TW 精元；市場：上市；官方產業別：25
2388.TW,威盛,上市,24,2388.TW 威盛；市場：上市；官方產業別：24
2390.TW,云辰,上市,31,2390.TW 云辰；市場：上市；官方產業別：31
2392.TW,正崴,上市,28,2392.TW 正崴；市場：上市；官方產業別：28
2393.TW,億光,上市,26,2393.TW 億光；市場：上市；官方產業別：26
2395.TW,研華,上市,25,2395.TW 研華；市場：上市；官方產業別：25
2397.TW,友通,上市,25,2397.TW 友通；市場：上市；官方產業別：25
2399.TW,映泰,上市,25,2399.TW 映泰；市場：上市；官方產業別：25
2401.TW,凌陽,上市,24,2401.TW 凌陽；市場：上市；官方產業別：24
2402.TW,毅嘉,上市,28,2402.TW 毅嘉；市場：上市；官方產業別：28
2404.TW,漢唐,上市,31,2404.TW 漢唐；市場：上市；官方產業別：31
2405.TW,輔信,上市,25,2405.TW 輔信；市場：上市；官方產業別：25
2406.TW,國碩,上市,26,2406.TW 國碩；市場：上市；官方產業別：26
2408.TW,南亞科,上市,24,2408.TW 南亞科；市場：上市；官方產業別：24
2409.TW,友達,上市,26,2409.TW 友達；市場：上市；官方產業別：26
2412.TW,中華電,上市,27,2412.TW 中華電；市場：上市；官方產業別：27
2413.TW,環科,上市,28,2413.TW 環科；市場：上市；官方產業別：28
2414.TW,精技,上市,29,2414.TW 精技；市場：上市；官方產業別：29
2415.TW,錩新,上市,28,2415.TW 錩新；市場：上市；官方產業別：28
2417.TW,圓剛,上市,25,2417.TW 圓剛；市場：上市；官方產業別：25
2419.TW,仲琦,上市,27,2419.TW 仲琦；市場：上市；官方產業別：27
2420.TW,新巨,上市,28,2420.TW 新巨；市場：上市；官方產業別：28
2421.TW,建準,上市,28,2421.TW 建準；市場：上市；官方產業別：28
2423.TW,固緯,上市,31,2423.TW 固緯；市場：上市；官方產業別：31
2424.TW,隴華,上市,27,2424.TW 隴華；市場：上市；官方產業別：27
2425.TW,承啟,上市,25,2425.TW 承啟；市場：上市；官方產業別：25
2426.TW,鼎元,上市,26,2426.TW 鼎元；市場：上市；官方產業別：26
2427.TW,三商電,上市,30,2427.TW 三商電；市場：上市；官方產業別：30
2428.TW,興勤,上市,28,2428.TW 興勤；市場：上市；官方產業別：28
2429.TW,銘旺科,上市,26,2429.TW 銘旺科；市場：上市；官方產業別：26
2430.TW,燦坤,上市,29,2430.TW 燦坤；市場：上市；官方產業別：29
2431.TW,聯昌,上市,28,2431.TW 聯昌；市場：上市；官方產業別：28
2432.TW,倚天酷碁-創,上市,25,2432.TW 倚天酷碁-創；市場：上市；官方產業別：25
2433.TW,互盛電,上市,31,2433.TW 互盛電；市場：上市；官方產業別：31
2434.TW,統懋,上市,24,2434.TW 統懋；市場：上市；官方產業別：24
2436.TW,偉詮電,上市,24,2436.TW 偉詮電；市場：上市；官方產業別：24
2438.TW,翔耀,上市,26,2438.TW 翔耀；市場：上市；官方產業別：26
2439.TW,美律,上市,27,2439.TW 美律；市場：上市；官方產業別：27
2440.TW,太空梭,上市,28,2440.TW 太空梭；市場：上市；官方產業別：28
2441.TW,超豐,上市,24,2441.TW 超豐；市場：上市；官方產業別：24
2442.TW,新美齊,上市,14,2442.TW 新美齊；市場：上市；官方產業別：14
2444.TW,兆勁,上市,27,2444.TW 兆勁；市場：上市；官方產業別：27
2449.TW,京元電子,上市,24,2449.TW 京元電子；市場：上市；官方產業別：24
2450.TW,神腦,上市,27,2450.TW 神腦；市場：上市；官方產業別：27
2451.TW,創見,上市,24,2451.TW 創見；市場：上市；官方產業別：24
2453.TW,凌群,上市,30,2453.TW 凌群；市場：上市；官方產業別：30
2454.TW,聯發科,上市,24,2454.TW 聯發科；市場：上市；官方產業別：24
2455.TW,全新,上市,27,2455.TW 全新；市場：上市；官方產業別：27
2457.TW,飛宏,上市,28,2457.TW 飛宏；市場：上市；官方產業別：28
2458.TW,義隆,上市,24,2458.TW 義隆；市場：上市；官方產業別：24
2459.TW,敦吉,上市,31,2459.TW 敦吉；市場：上市；官方產業別：31
2460.TW,建通,上市,28,2460.TW 建通；市場：上市；官方產業別：28
2461.TW,光群雷,上市,31,2461.TW 光群雷；市場：上市；官方產業別：31
2462.TW,良得電,上市,28,2462.TW 良得電；市場：上市；官方產業別：28
2464.TW,盟立,上市,31,2464.TW 盟立；市場：上市；官方產業別：31
2465.TW,麗臺,上市,25,2465.TW 麗臺；市場：上市；官方產業別：25
2466.TW,冠西電,上市,26,2466.TW 冠西電；市場：上市；官方產業別：26
2467.TW,志聖,上市,28,2467.TW 志聖；市場：上市；官方產業別：28
2468.TW,華經,上市,30,2468.TW 華經；市場：上市；官方產業別：30
2471.TW,資通,上市,30,2471.TW 資通；市場：上市；官方產業別：30
2472.TW,立隆電,上市,28,2472.TW 立隆電；市場：上市；官方產業別：28
2474.TW,可成,上市,31,2474.TW 可成；市場：上市；官方產業別：31
2476.TW,鉅祥,上市,28,2476.TW 鉅祥；市場：上市；官方產業別：28
2477.TW,美隆電,上市,31,2477.TW 美隆電；市場：上市；官方產業別：31
2478.TW,大毅,上市,28,2478.TW 大毅；市場：上市；官方產業別：28
2480.TW,敦陽科,上市,30,2480.TW 敦陽科；市場：上市；官方產業別：30
2481.TW,強茂,上市,24,2481.TW 強茂；市場：上市；官方產業別：24
2482.TW,連宇,上市,31,2482.TW 連宇；市場：上市；官方產業別：31
2483.TW,百容,上市,28,2483.TW 百容；市場：上市；官方產業別：28
2484.TW,希華,上市,28,2484.TW 希華；市場：上市；官方產業別：28
2485.TW,兆赫,上市,27,2485.TW 兆赫；市場：上市；官方產業別：27
2486.TW,一詮,上市,26,2486.TW 一詮；市場：上市；官方產業別：26
2488.TW,漢平,上市,31,2488.TW 漢平；市場：上市；官方產業別：31
2489.TW,瑞軒,上市,26,2489.TW 瑞軒；市場：上市；官方產業別：26
2491.TW,吉祥全,上市,26,2491.TW 吉祥全；市場：上市；官方產業別：26
2492.TW,華新科,上市,28,2492.TW 華新科；市場：上市；官方產業別：28
2493.TW,揚博,上市,28,2493.TW 揚博；市場：上市；官方產業別：28
2495.TW,普安,上市,25,2495.TW 普安；市場：上市；官方產業別：25
2496.TW,卓越,上市,20,2496.TW 卓越；市場：上市；官方產業別：20
2497.TW,怡利電,上市,12,2497.TW 怡利電；市場：上市；官方產業別：12
2498.TW,宏達電,上市,27,2498.TW 宏達電；市場：上市；官方產業別：27
2501.TW,國建,上市,14,2501.TW 國建；市場：上市；官方產業別：14
2504.TW,國產,上市,14,2504.TW 國產；市場：上市；官方產業別：14
2505.TW,國揚,上市,14,2505.TW 國揚；市場：上市；官方產業別：14
2506.TW,太設,上市,14,2506.TW 太設；市場：上市；官方產業別：14
2509.TW,全坤建,上市,14,2509.TW 全坤建；市場：上市；官方產業別：14
2511.TW,太子,上市,14,2511.TW 太子；市場：上市；官方產業別：14
2514.TW,龍邦,上市,20,2514.TW 龍邦；市場：上市；官方產業別：20
2515.TW,中工,上市,14,2515.TW 中工；市場：上市；官方產業別：14
2516.TW,新建,上市,14,2516.TW 新建；市場：上市；官方產業別：14
2520.TW,冠德,上市,14,2520.TW 冠德；市場：上市；官方產業別：14
2524.TW,京城,上市,14,2524.TW 京城；市場：上市；官方產業別：14
